"latitude","longitude","name","desc","color","source","precision"
49.2441864,-123.186142,"3650 31st Ave W., Vancouver, BC, Canada","3650 W 31st Ave, Vancouver, BC V6S, Canada",NA,"Bing Maps","address"
49.21521,-123.0908661,"7650 Fraser St., Vancouver, BC, Canada","7650 Fraser St, Vancouver, BC V5X 3W8, Canada",NA,"Bing Maps","address"
49.2754288,-123.1277924,"550 Rolston Cres., Vancouver, BC, Canada","Rolston Cres, Vancouver, BC V6B, Canada",NA,"Bing Maps","street"
49.2114182,-123.1325989,"8250 Selkirk St., Vancouver, BC, Canada","8250 Selkirk St, Vancouver, BC V6P 4H7, Canada",NA,"Bing Maps","address"
49.2684441,-123.1171188,"550 Starboard Sq., Vancouver, BC, Canada","550 Starboard Sq, Vancouver, BC V5Z, Canada",NA,"Bing Maps","address"
49.2355194,-123.1089783,"150 39th Ave W., Vancouver, BC, Canada","150 W 39th Ave, Vancouver, BC V5Y 2P2, Canada",NA,"Bing Maps","address"
49.2283859,-123.0570374,"2450 46th Ave E., Vancouver, BC, Canada","2450 E 46th Ave, Vancouver, BC V5S, Canada",NA,"Bing Maps","address"
49.2248154,-123.1362686,"1350 51st Ave W., Vancouver, BC, Canada","1350 W 51st Ave, Vancouver, BC V6P 1C7, Canada",NA,"Bing Maps","address"
49.2256546,-123.1341476,"1250 50th Ave W., Vancouver, BC, Canada","1250 W 50th Ave, Vancouver, BC V6P 1B3, Canada",NA,"Bing Maps","address"
49.2507553,-123.07901,"1250 22nd Ave E., Vancouver, BC, Canada","1250 E 22nd Ave, Vancouver, BC V5V 1W6, Canada",NA,"Bing Maps","address"
49.2282372,-123.0930786,"550 46th Ave E., Vancouver, BC, Canada","550 E 46th Ave, Vancouver, BC V5W 2A3, Canada",NA,"Bing Maps","address"
49.2179489,-123.09198,"650 57th Ave E., Vancouver, BC, Canada","650 E 57th Ave, Vancouver, BC V5X 1S9, Canada",NA,"Bing Maps","address"
49.2524605,-123.1497574,"1250 Hosmer Ave., Vancouver, BC, Canada","Hosmer Ave, Vancouver, BC V6J, Canada",NA,"Bing Maps","street"
49.27388,-123.1148224,"1850 Marinaside Cr., Vancouver, BC, Canada","Marinaside Cres, Vancouver, BC V6Z, Canada",NA,"Bing Maps","street"
49.2294159,-123.1176834,"6150 Ash St., Vancouver, BC, Canada","6150 Ash St, Vancouver, BC V5Z, Canada",NA,"Bing Maps","address"
49.2585716,-123.0862198,"850 13th Ave E., Vancouver, BC, Canada","850 E 13th Ave, Vancouver, BC V5T 2L5, Canada",NA,"Bing Maps","address"
49.2421875,-123.0664063,"4750 Beatrice St., Vancouver, BC, Canada","4750 Beatrice St, Vancouver, BC V5N 4J3, Canada",NA,"Bing Maps","address"
NA,NA,"1650 Coal Harbour Close, Vancouver, BC, Canada","-",NA,"Bing Maps",""
49.2597351,-123.1894531,"3850 14th Ave W., Vancouver, BC, Canada","3850 W 14th Ave, Vancouver, BC V6R 2W9, Canada",NA,"Bing Maps","address"
49.2400093,-123.040947,"4950 Manor St., Vancouver, BC, Canada","4950 Manor St, Vancouver, BC V5R 3Y2, Canada",NA,"Bing Maps","address"
49.2136612,-123.0821838,"1150 62nd Ave E., Vancouver, BC, Canada","1150 E 62nd Ave, Vancouver, BC V5X 2H3, Canada",NA,"Bing Maps","address"
49.213562,-123.0797806,"7850 Inverness St., Vancouver, BC, Canada","7850 Inverness St, Vancouver, BC V5X, Canada",NA,"Bing Maps","address"
49.2136459,-123.0842667,"1050 62nd Ave E., Vancouver, BC, Canada","1050 E 62nd Ave, Vancouver, BC V5X 2G9, Canada",NA,"Bing Maps","address"
49.2217979,-123.0872955,"850 53rd Ave E., Vancouver, BC, Canada","850 E 53rd Ave, Vancouver, BC V5X 1J6, Canada",NA,"Bing Maps","address"
49.2218132,-123.088974,"750 53rd Ave E., Vancouver, BC, Canada","750 E 53rd Ave, Vancouver, BC V5X 1J6, Canada",NA,"Bing Maps","address"
49.2131577,-123.0828781,"7850 Ross St., Vancouver, BC, Canada","7850 Ross St, Vancouver, BC V5X, Canada",NA,"Bing Maps","address"
49.2265663,-123.0985031,"350 48th Ave E., Vancouver, BC, Canada","350 E 48th Ave, Vancouver, BC V5W 2E3, Canada",NA,"Bing Maps","address"
49.2207298,-123.0987167,"350 54th Ave E., Vancouver, BC, Canada","350 E 54th Ave, Vancouver, BC V5X 1L2, Canada",NA,"Bing Maps","address"
49.219902,-123.0960999,"450 55th Ave E., Vancouver, BC, Canada","450 E 55th Ave, Vancouver, BC V5X 1N4, Canada",NA,"Bing Maps","address"
49.2207603,-123.1006393,"250 54th Ave E., Vancouver, BC, Canada","250 E 54th Ave, Vancouver, BC V5X 1K9, Canada",NA,"Bing Maps","address"
49.2216492,-123.0995026,"6950 Sophia St., Vancouver, BC, Canada","6950 Sophia St, Vancouver, BC V5X 3N5, Canada",NA,"Bing Maps","address"
49.2217789,-123.1200714,"250 54th Ave W., Vancouver, BC, Canada","W 54th Ave, Vancouver, BC V6P, Canada",NA,"Bing Maps","street"
49.2282753,-123.0956039,"450 46th Ave E., Vancouver, BC, Canada","450 E 46th Ave, Vancouver, BC V5W 1Z9, Canada",NA,"Bing Maps","address"
49.2281418,-123.0984192,"350 46th Ave E., Vancouver, BC, Canada","350 E 46th Ave, Vancouver, BC V5W 1Z8, Canada",NA,"Bing Maps","address"
49.2199211,-123.1030502,"150 55th Ave E., Vancouver, BC, Canada","150 E 55th Ave, Vancouver, BC V5X 1M8, Canada",NA,"Bing Maps","address"
49.2092094,-123.1432419,"8550 Adera St., Vancouver, BC, Canada","8550 Adera St, Vancouver, BC V6P 5E7, Canada",NA,"Bing Maps","address"
49.2750092,-123.0778809,"150 Napier St., Vancouver, BC, Canada","Napier St, Vancouver, BC V6A, Canada",NA,"Bing Maps","street"
49.2902336,-123.0430145,"2950 Wall St., Vancouver, BC, Canada","2950 Wall St, Vancouver, BC V5K, Canada",NA,"Bing Maps","address"
49.2457695,-123.0712738,"1650 Perry St., Vancouver, BC, Canada","Perry St, Vancouver, BC V5N, Canada",NA,"Bing Maps","street"
49.2416992,-123.1378326,"1450 33rd Ave W., Vancouver, BC, Canada","1450 W 33rd Ave, Vancouver, BC V6M 1A5, Canada",NA,"Bing Maps","address"
49.213089,-123.1200714,"450 Ash St., Vancouver, BC, Canada","Ash St, Vancouver, BC V6P, Canada",NA,"Bing Maps","street"
49.2669106,-123.0596695,"1950 Templeton Dr., Vancouver, BC, Canada","1950 Templeton Dr, Vancouver, BC V5N 4W1, Canada",NA,"Bing Maps","address"
49.2121964,-123.1090851,"150 Marine Dr. S.E., Vancouver, BC, Canada","150 SW Marine Dr, Vancouver, BC V5X 2R1, Canada",NA,"Bing Maps","address"
49.2264519,-123.1521454,"6550 Maple St., Vancouver, BC, Canada","6550 Maple St, Vancouver, BC V6P 5P2, Canada",NA,"Bing Maps","address"
49.2787704,-123.0725479,"650 Woodland Dr., Vancouver, BC, Canada","650 Woodland Dr, Vancouver, BC V5L, Canada",NA,"Bing Maps","address"
49.2498856,-123.0654831,"3950 Alice St., Vancouver, BC, Canada","3950 Alice St, Vancouver, BC V5N, Canada",NA,"Bing Maps","address"
49.2496796,-123.068779,"1750 22nd Ave E., Vancouver, BC, Canada","1750 E 22nd Ave, Vancouver, BC V5N 2P7, Canada",NA,"Bing Maps","address"
49.2775002,-123.1159821,"1850 Cambie St., Vancouver, BC, Canada","Cambie St, Vancouver, BC V6B, Canada",NA,"Bing Maps","street"
49.2673492,-123.1218109,"850 Sawcut, Vancouver, BC, Canada","Sawcut, Vancouver, BC V5Z, Canada",NA,"Bing Maps","street"
49.2331429,-123.1131668,"5750 Alberta St., Vancouver, BC, Canada","5750 Alberta St, Vancouver, BC V5Y, Canada",NA,"Bing Maps","address"
49.2278099,-123.155304,"6450 West Boulevard, Vancouver, BC, Canada","6450 West Blvd, Vancouver, BC V6M, Canada",NA,"Bing Maps","address"
49.2421722,-123.0375824,"4750 Reid St., Vancouver, BC, Canada","4750 Reid St, Vancouver, BC V5R 3Y8, Canada",NA,"Bing Maps","address"
49.25914,-123.0927658,"2850 St. George St., Vancouver, BC, Canada","2850 St George St, Vancouver, BC V5T 3R7, Canada",NA,"Bing Maps","address"
49.2436638,-123.0392914,"3150 Wellington Ave., Vancouver, BC, Canada","3150 Wellington Ave, Vancouver, BC V5R 4X8, Canada",NA,"Bing Maps","address"
49.2714767,-123.0789795,"1150 Grant St., Vancouver, BC, Canada","1150 Grant St, Vancouver, BC V6A, Canada",NA,"Bing Maps","address"
49.2492218,-123.0583496,"3750 Vanness Ave., Vancouver, BC, Canada","Vanness Ave, Vancouver, BC V5N, Canada",NA,"Bing Maps","street"
49.2357521,-123.0603943,"2250 38th Ave E., Vancouver, BC, Canada","2250 E 38th Ave, Vancouver, BC V5P 1H1, Canada",NA,"Bing Maps","address"
49.2363396,-123.0586472,"5350 Nanaimo St., Vancouver, BC, Canada","5350 Nanaimo St, Vancouver, BC V5P, Canada",NA,"Bing Maps","address"
49.2142296,-123.1125565,"7750 Columbia St., Vancouver, BC, Canada","7750 Columbia St, Vancouver, BC V5X, Canada",NA,"Bing Maps","address"
49.2481003,-123.0876389,"1250 Prince Albert St., Vancouver, BC, Canada","Prince Albert St, Vancouver, BC V5V, Canada",NA,"Bing Maps","street"
49.2449913,-123.1507568,"2250 30th Ave W., Vancouver, BC, Canada","W 30th Ave, Vancouver, BC V6J, Canada",NA,"Bing Maps","street"
49.2602692,-123.0763702,"1350 11th Ave E., Vancouver, BC, Canada","1350 E 11th Ave, Vancouver, BC V5N 1Y5, Canada",NA,"Bing Maps","address"
49.2585487,-123.0528259,"2850 Penticton St. N., Vancouver, BC, Canada","2850 Penticton St, Vancouver, BC V5M, Canada",NA,"Bing Maps","address"
49.2585487,-123.0528259,"2850 Penticton St., Vancouver, BC, Canada","2850 Penticton St, Vancouver, BC V5M, Canada",NA,"Bing Maps","address"
49.2239571,-123.117836,"6750 Ash St., Vancouver, BC, Canada","6750 Ash St, Vancouver, BC V6P 3K4, Canada",NA,"Bing Maps","address"
49.2431068,-123.1666336,"2750 32nd Ave W., Vancouver, BC, Canada","2750 W 32nd Ave, Vancouver, BC V6L 2B3, Canada",NA,"Bing Maps","address"
49.2476997,-123.0636063,"4350 26th Ave E., Vancouver, BC, Canada","E 26th Ave, Vancouver, BC V5N, Canada",NA,"Bing Maps","street"
49.2514534,-123.0533447,"2550 21st Ave E., Vancouver, BC, Canada","2550 E 21st Ave, Vancouver, BC V5M 2V8, Canada",NA,"Bing Maps","address"
49.2577133,-123.0759659,"1350 14th Ave E., Vancouver, BC, Canada","1350 E 14th Ave, Vancouver, BC V5N, Canada",NA,"Bing Maps","address"
49.2715797,-123.1490173,"1650 York Ave., Vancouver, BC, Canada","York Ave, Vancouver, BC V6J, Canada",NA,"Bing Maps","street"
49.2798805,-123.1023102,"1450 Columbia St., Vancouver, BC, Canada","Columbia St, Vancouver, BC V6A, Canada",NA,"Bing Maps","street"
49.2442093,-123.1531906,"4650 Arbutus St., Vancouver, BC, Canada","4650 Arbutus St, Vancouver, BC V6J, Canada",NA,"Bing Maps","address"
49.2601013,-123.136055,"2850 Hemlock Ct., Vancouver, BC, Canada","2850 Hemlock St, Vancouver, BC V6H, Canada",NA,"Bing Maps","address"
49.2506218,-123.0716858,"3850 Fleming St., Vancouver, BC, Canada","3850 Fleming St, Vancouver, BC V5N 3W2, Canada",NA,"Bing Maps","address"
49.2492218,-123.0583496,"3850 Vanness Ave., Vancouver, BC, Canada","Vanness Ave, Vancouver, BC V5N, Canada",NA,"Bing Maps","street"
49.2233696,-123.138504,"1450 Dogwood Ave., Vancouver, BC, Canada","1450 Dogwood Ave, Vancouver, BC V6P 1K1, Canada",NA,"Bing Maps","address"
49.2509079,-123.1589737,"2350 Oliver Cr., Vancouver, BC, Canada","2350 Oliver Cres, Vancouver, BC V6L 1S5, Canada",NA,"Bing Maps","address"
49.2678604,-123.1373901,"450 4th Ave W., Vancouver, BC, Canada","W 4th Ave, Vancouver, BC V6H, Canada",NA,"Bing Maps","street"
49.2315636,-123.1506271,"1950 44th Ave W., Vancouver, BC, Canada","1950 W 44th Ave, Vancouver, BC V6M 2E7, Canada",NA,"Bing Maps","address"
49.2441864,-123.1894989,"3850 31st Ave W., Vancouver, BC, Canada","3850 W 31st Ave, Vancouver, BC V6S 1Y3, Canada",NA,"Bing Maps","address"
49.2588081,-123.1496124,"1950 14th Ave W., Vancouver, BC, Canada","1950 W 14th Ave, Vancouver, BC V6J 2K2, Canada",NA,"Bing Maps","address"
49.2727623,-123.0334473,"1350 Rupert St., Vancouver, BC, Canada","1350 Rupert St, Vancouver, BC V5K, Canada",NA,"Bing Maps","address"
49.2612038,-123.0571823,"2350 10th Ave E., Vancouver, BC, Canada","2350 E 10th Ave, Vancouver, BC V5N, Canada",NA,"Bing Maps","address"
49.2663422,-123.1775665,"2250 Blenheim St., Vancouver, BC, Canada","2250 Blenheim St, Vancouver, BC V6K 4J3, Canada",NA,"Bing Maps","address"
49.2602806,-123.0958633,"2750 Prince Edward St., Vancouver, BC, Canada","2750 Prince Edward St, Vancouver, BC V5T, Canada",NA,"Bing Maps","address"
49.2365532,-123.0967941,"5350 Prince Edward St., Vancouver, BC, Canada","5350 Prince Edward St, Vancouver, BC V5W 2X6, Canada",NA,"Bing Maps","address"
49.2293701,-123.1462402,"6250 Wiltshire St., Vancouver, BC, Canada","6250 Wiltshire St, Vancouver, BC V6M 3M2, Canada",NA,"Bing Maps","address"
49.2676125,-123.211853,"2150 Tolmie St., Vancouver, BC, Canada","2150 Tolmie St, Vancouver, BC V6R, Canada",NA,"Bing Maps","address"
49.2370605,-123.1624298,"5450 Larch St., Vancouver, BC, Canada","5450 Larch St, Vancouver, BC V6M 4C8, Canada",NA,"Bing Maps","address"
49.2414398,-123.1357803,"1350 33rd Ave W., Vancouver, BC, Canada","1350 W 33rd Ave, Vancouver, BC V6M 1A5, Canada",NA,"Bing Maps","address"
49.2258377,-123.0668335,"6450 Beatrice St., Vancouver, BC, Canada","6450 Beatrice St, Vancouver, BC V5P 3R4, Canada",NA,"Bing Maps","address"
49.2567635,-123.1698837,"3350 MacKenzie St., Vancouver, BC, Canada","3350 Mackenzie St, Vancouver, BC V6L, Canada",NA,"Bing Maps","address"
49.2265472,-123.1539307,"6550 Boulevard E., Vancouver, BC, Canada","6550 East Blvd, Vancouver, BC V6P 5P9, Canada",NA,"Bing Maps","address"
49.2452126,-123.0626373,"4450 Sidney St., Vancouver, BC, Canada","4450 Sidney St, Vancouver, BC V5N, Canada",NA,"Bing Maps","address"
49.2530212,-123.0873795,"3550 Prince Albert St., Vancouver, BC, Canada","3550 Prince Albert St, Vancouver, BC V5V 5B5, Canada",NA,"Bing Maps","address"
49.2263107,-123.1255188,"850 49th Ave W., Vancouver, BC, Canada","850 W 49th Ave, Vancouver, BC V5Z 2S8, Canada",NA,"Bing Maps","address"
49.2188072,-123.0752335,"7250 Dumfries St., Vancouver, BC, Canada","7250 Dumfries St, Vancouver, BC V5P 3C4, Canada",NA,"Bing Maps","address"
49.2302055,-123.0608978,"2250 44th Ave E., Vancouver, BC, Canada","2250 E 44th Ave, Vancouver, BC V5P 1N4, Canada",NA,"Bing Maps","address"
49.2138748,-123.1238022,"7850 Heather St., Vancouver, BC, Canada","7850 Heather St, Vancouver, BC V6P 3R5, Canada",NA,"Bing Maps","address"
49.2779121,-123.0830383,"750 Raymur Ave, Vancouver, BC, Canada","750 Raymur Ave, Vancouver, BC V6A, Canada",NA,"Bing Maps","address"
49.2787628,-123.0829773,"650 Raymur Ave, Vancouver, BC, Canada","650 Raymur Ave, Vancouver, BC V6A 3L2, Canada",NA,"Bing Maps","address"
49.2139702,-123.0962601,"450 62nd Ave E., Vancouver, BC, Canada","450 E 62nd Ave, Vancouver, BC V5X 2G1, Canada",NA,"Bing Maps","address"
49.24683,-123.1511993,"4250 28th Ave W., Vancouver, BC, Canada","W 28th Ave, Vancouver, BC V6J, Canada",NA,"Bing Maps","street"
49.2200661,-123.0425491,"3050 54th Ave E., Vancouver, BC, Canada","3050 E 54th Ave, Vancouver, BC V5S 1Y5, Canada",NA,"Bing Maps","address"
49.2356606,-123.0991974,"5450 Sophia St., Vancouver, BC, Canada","5450 Sophia St, Vancouver, BC V5W, Canada",NA,"Bing Maps","address"
49.2332458,-123.1116104,"250 41st Ave W., Vancouver, BC, Canada","250 W 41st Ave, Vancouver, BC V5Y 2S4, Canada",NA,"Bing Maps","address"
49.2352028,-123.1516495,"5650 Maple Cr., Vancouver, BC, Canada","5650 Maple St, Vancouver, BC V6M 3T7, Canada",NA,"Bing Maps","address"
49.2637863,-123.0482254,"2750 7th Ave E., Vancouver, BC, Canada","2750 E 7th Ave, Vancouver, BC V5M 1T7, Canada",NA,"Bing Maps","address"
49.2911987,-123.1296463,"1550 Cardero St., Vancouver, BC, Canada","Cardero St, Vancouver, BC V6G, Canada",NA,"Bing Maps","street"
49.2664833,-123.1756134,"2250 Trutch St., Vancouver, BC, Canada","2250 Trutch St, Vancouver, BC V6K 4G9, Canada",NA,"Bing Maps","address"
49.2795181,-123.0635376,"550 Semlin Dr., Vancouver, BC, Canada","550 Semlin Dr, Vancouver, BC V5L, Canada",NA,"Bing Maps","address"
49.246891,-123.0965271,"4250 Prince Edward St., Vancouver, BC, Canada","4250 Prince Edward St, Vancouver, BC V5V 3Y7, Canada",NA,"Bing Maps","address"
49.2526588,-123.1665039,"2750 22nd Ave W., Vancouver, BC, Canada","2750 W 22nd Ave, Vancouver, BC V6L 1M4, Canada",NA,"Bing Maps","address"
49.2498741,-123.0808105,"1150 23rd Ave E., Vancouver, BC, Canada","1150 E 23rd Ave, Vancouver, BC V5V 1Y7, Canada",NA,"Bing Maps","address"
49.2547607,-123.0723877,"3350 Dumfries St., Vancouver, BC, Canada","3350 Dumfries St, Vancouver, BC V5N 3S3, Canada",NA,"Bing Maps","address"
49.2569885,-123.1742325,"3250 Balaclava St., Vancouver, BC, Canada","3250 Balaclava St, Vancouver, BC V6L, Canada",NA,"Bing Maps","address"
49.240406,-123.0626526,"4850 Gladstone St., Vancouver, BC, Canada","4850 Gladstone St, Vancouver, BC V5N, Canada",NA,"Bing Maps","address"
49.2838097,-123.0952225,"1050 Dunlevy Ave., Vancouver, BC, Canada","Dunlevy Ave, Vancouver, BC V6A, Canada",NA,"Bing Maps","street"
49.2211418,-123.1592026,"2250 Marine Dr. S.W., Vancouver, BC, Canada","2250 SW Marine Dr, Vancouver, BC V6P 6C2, Canada",NA,"Bing Maps","address"
49.2613487,-123.0610123,"1950 10th Ave E., Vancouver, BC, Canada","E 10th Ave, Vancouver, BC V5N, Canada",NA,"Bing Maps","street"
49.2387505,-123.0832291,"5050 Elgin St., Vancouver, BC, Canada","5050 Elgin St, Vancouver, BC V5W 3J6, Canada",NA,"Bing Maps","address"
49.2268143,-123.0798035,"6350 Inverness St., Vancouver, BC, Canada","6350 Inverness St, Vancouver, BC V5W, Canada",NA,"Bing Maps","address"
49.2706909,-123.2148132,"1850 Blanca St., Vancouver, BC, Canada","1850 Blanca St, Vancouver, BC V6R 4E5, Canada",NA,"Bing Maps","address"
49.2666054,-123.0533829,"2550 4th Ave E., Vancouver, BC, Canada","2550 E 4th Ave, Vancouver, BC V5M 1K3, Canada",NA,"Bing Maps","address"
49.2476158,-123.1540222,"2150 Nanton Ave., Vancouver, BC, Canada","2150 Nanton Ave, Vancouver, BC V6L, Canada",NA,"Bing Maps","address"
49.237236,-123.0843964,"5250 Windsor St., Vancouver, BC, Canada","5250 Windsor St, Vancouver, BC V5W 3H8, Canada",NA,"Bing Maps","address"
49.2516403,-123.0799332,"2750 Inverness St., Vancouver, BC, Canada","Inverness St, Vancouver, BC V5V, Canada",NA,"Bing Maps","street"
49.2626991,-123.0509033,"2650 8th Ave E., Vancouver, BC, Canada","2650 E 8th Ave, Vancouver, BC V5M 1W5, Canada",NA,"Bing Maps","address"
49.2319984,-123.1867828,"3750 Alma St., Vancouver, BC, Canada","Alma St, Vancouver, BC V6N, Canada",NA,"Bing Maps","street"
49.2497902,-123.1046982,"3950 Ontario St., Vancouver, BC, Canada","3950 Ontario St, Vancouver, BC V5V, Canada",NA,"Bing Maps","address"
49.2175217,-123.1131668,"1050 Alberta St., Vancouver, BC, Canada","Alberta St, Vancouver, BC V5X, Canada",NA,"Bing Maps","street"
49.2381058,-123.1506882,"1950 37th Ave W., Vancouver, BC, Canada","1950 W 37th Ave, Vancouver, BC V6M, Canada",NA,"Bing Maps","address"
49.2576408,-123.068779,"1750 14th Ave E., Vancouver, BC, Canada","1750 E 14th Ave, Vancouver, BC V5N 2E2, Canada",NA,"Bing Maps","address"
49.2468338,-123.0662231,"4250 Beatrice St., Vancouver, BC, Canada","4250 Beatrice St, Vancouver, BC V5N 4H8, Canada",NA,"Bing Maps","address"
49.2615433,-123.1871185,"3750 12th Ave W., Vancouver, BC, Canada","3750 W 12th Ave, Vancouver, BC V6R 2N6, Canada",NA,"Bing Maps","address"
49.2422523,-123.0692062,"4750 Bruce St., Vancouver, BC, Canada","4750 Bruce St, Vancouver, BC V5N 3Z6, Canada",NA,"Bing Maps","address"
49.2459297,-123.1952286,"4050 29th Ave W., Vancouver, BC, Canada","4050 W 29th Ave, Vancouver, BC V6S 1V5, Canada",NA,"Bing Maps","address"
49.2445869,-123.1906357,"4650 Wallace St., Vancouver, BC, Canada","4650 Wallace St, Vancouver, BC V6S 2J7, Canada",NA,"Bing Maps","address"
49.2458229,-123.1906128,"4550 Wallace St., Vancouver, BC, Canada","4550 Wallace St, Vancouver, BC V6S, Canada",NA,"Bing Maps","address"
49.239254,-123.0719986,"1650 34th Ave E., Vancouver, BC, Canada","1650 E 34th Ave, Vancouver, BC V5P 1A1, Canada",NA,"Bing Maps","address"
49.2479858,-123.1923752,"3950 27th Ave W., Vancouver, BC, Canada","3950 W 27th Ave, Vancouver, BC V6S, Canada",NA,"Bing Maps","address"
49.2446327,-123.193428,"4650 Crown St., Vancouver, BC, Canada","4650 Crown St, Vancouver, BC V6S, Canada",NA,"Bing Maps","address"
49.2427368,-123.1965256,"4850 Camosun St., Vancouver, BC, Canada","4850 Camosun St, Vancouver, BC V6S, Canada",NA,"Bing Maps","address"
49.2430801,-123.195282,"4050 32nd Ave W., Vancouver, BC, Canada","4050 W 32nd Ave, Vancouver, BC V6S 1Z6, Canada",NA,"Bing Maps","address"
49.26688,-123.0987778,"4250 Scotia St., Vancouver, BC, Canada","Scotia St, Vancouver, BC V5T, Canada",NA,"Bing Maps","street"
49.2438011,-123.1905823,"4750 Wallace St., Vancouver, BC, Canada","4750 Wallace St, Vancouver, BC V6S, Canada",NA,"Bing Maps","address"
49.2422409,-123.1874466,"3750 33rd Ave W., Vancouver, BC, Canada","3750 W 33rd Ave, Vancouver, BC V6N 2H5, Canada",NA,"Bing Maps","address"
49.26688,-123.0987778,"3550 Scotia St., Vancouver, BC, Canada","Scotia St, Vancouver, BC V5T, Canada",NA,"Bing Maps","street"
49.2567139,-123.0804749,"1150 15th Ave E., Vancouver, BC, Canada","1150 E 15th Ave, Vancouver, BC V5T 2S6, Canada",NA,"Bing Maps","address"
49.2674866,-123.0459061,"2850 3rd Ave E., Vancouver, BC, Canada","2850 E 3rd Ave, Vancouver, BC V5M 1H6, Canada",NA,"Bing Maps","address"
49.2616196,-123.1325912,"650 11th Ave W., Vancouver, BC, Canada","W 11th Ave, Vancouver, BC V6H, Canada",NA,"Bing Maps","street"
49.2092361,-123.1028137,"150 69th Ave E., Vancouver, BC, Canada","150 E 69th Ave, Vancouver, BC V5X, Canada",NA,"Bing Maps","address"
49.2113609,-123.0616531,"6650 Fraserview Dr., Vancouver, BC, Canada","Fraserview Dr, Vancouver, BC V5P, Canada",NA,"Bing Maps","street"
49.2623215,-123.1337585,"3250 Birch St., Vancouver, BC, Canada","Birch St, Vancouver, BC V6H, Canada",NA,"Bing Maps","street"
49.2244606,-123.039711,"3150 49th Ave E., Vancouver, BC, Canada","3150 E 49th Ave, Vancouver, BC V5S 1L1, Canada",NA,"Bing Maps","address"
49.2579689,-123.1471252,"1850 15th Ave W., Vancouver, BC, Canada","1850 W 15th Ave, Vancouver, BC V6J 2L1, Canada",NA,"Bing Maps","address"
49.2582436,-123.1613922,"2450 15th Ave W., Vancouver, BC, Canada","2450 W 15th Ave, Vancouver, BC V6K 2Z2, Canada",NA,"Bing Maps","address"
49.2752647,-123.0360718,"1050 Windermere St., Vancouver, BC, Canada","1050 Windermere St, Vancouver, BC V5K, Canada",NA,"Bing Maps","address"
49.2424049,-123.0439835,"4650 Earles St., Vancouver, BC, Canada","4650 Earles St, Vancouver, BC V5R 3R2, Canada",NA,"Bing Maps","address"
49.227005,-123.1533966,"2050 49th Ave W., Vancouver, BC, Canada","2050 W 49th Ave, Vancouver, BC V6M, Canada",NA,"Bing Maps","address"
49.285244,-123.0962906,"350 Waterfront Rd., Vancouver, BC, Canada","350 Waterfront Rd E, Vancouver, BC V6A, Canada",NA,"Bing Maps","address"
49.2265511,-123.1873779,"2150 50th Ave W., Vancouver, BC, Canada","W 50th Ave, Vancouver, BC V6N, Canada",NA,"Bing Maps","street"
49.2776947,-123.0333862,"750 Rupert St., Vancouver, BC, Canada","750 Rupert St, Vancouver, BC V5K 4K9, Canada",NA,"Bing Maps","address"
49.2823296,-123.0801926,"2950 Franklin St., Vancouver, BC, Canada","Franklin St, Vancouver, BC V6A, Canada",NA,"Bing Maps","street"
49.2859917,-123.1248779,"350 Alberni St., Vancouver, BC, Canada","Alberni St, Vancouver, BC V6E, Canada",NA,"Bing Maps","street"
49.2051964,-123.1245956,"8850 Laurel St., Vancouver, BC, Canada","8850 Laurel St, Vancouver, BC V6P 3V8, Canada",NA,"Bing Maps","address"
49.2105064,-123.1471481,"1750 68th Ave W., Vancouver, BC, Canada","1750 W 68th Ave, Vancouver, BC V6P 2W1, Canada",NA,"Bing Maps","address"
49.2542191,-123.0664291,"3750 Porter St., Vancouver, BC, Canada","Porter St, Vancouver, BC V5N, Canada",NA,"Bing Maps","street"
49.2305756,-123.1461716,"1750 45th Ave W., Vancouver, BC, Canada","1750 W 45th Ave, Vancouver, BC V6M, Canada",NA,"Bing Maps","address"
49.2667999,-123.1471863,"2150 Cypress Cr., Vancouver, BC, Canada","2150 Cypress St, Vancouver, BC V6J 3M4, Canada",NA,"Bing Maps","address"
49.2550316,-123.1676483,"3550 Macdonald St., Vancouver, BC, Canada","3550 Macdonald St, Vancouver, BC V6L, Canada",NA,"Bing Maps","address"
49.2224693,-123.1464996,"6950 Wiltshire St., Vancouver, BC, Canada","6950 Wiltshire St, Vancouver, BC V6P 5H3, Canada",NA,"Bing Maps","address"
49.2207108,-123.1449814,"7150 Marguerite St., Vancouver, BC, Canada","7150 Marguerite St, Vancouver, BC V6P 5G3, Canada",NA,"Bing Maps","address"
49.2480392,-123.057663,"4150 Brant St., Vancouver, BC, Canada","4150 Brant St, Vancouver, BC V5N 5B4, Canada",NA,"Bing Maps","address"
49.2574272,-123.1700897,"3250 MacKenzie St., Vancouver, BC, Canada","3250 Mackenzie St, Vancouver, BC V6L, Canada",NA,"Bing Maps","address"
49.2438202,-123.0772095,"4550 Henry St., Vancouver, BC, Canada","4550 Henry St, Vancouver, BC V5V 4Z1, Canada",NA,"Bing Maps","address"
49.2455101,-123.1934204,"4550 Crown St., Vancouver, BC, Canada","4550 Crown St, Vancouver, BC V6S 2L7, Canada",NA,"Bing Maps","address"
49.2522812,-123.1044922,"3650 Ontario St., Vancouver, BC, Canada","3650 Ontario St, Vancouver, BC V5Y, Canada",NA,"Bing Maps","address"
